1	1	38	14	9	8	70	15	12	100	0	2	4	3	7	43	36	37	17	1
2	1	20	4	4	8	35	28	1	100	1	6	2	2	8	60	2	37	4	1
3	1	37	25	1	1	50	31	18	100	1	1	1	1	31	18	37	37	18	1
4	1	83	25	1	1	50	66	25	75	1	1	1	25	58	8	41	100	16	1
5	1	81	54	32	18	100	16	1	20	1	1	27	20	5	18	63	16	27	1
6	1	31	28	14	21	82	19	1	100	1	9	5	21	14	51	10	28	13	9
7	1	44	26	6	18	41	17	2	100	2	2	25	17	9	27	33	43	30	7
8	1	100	51	1	1	6	23	1	25	1	1	1	1	2	16	48	32	9	16
9	1	56	56	1	1	75	1	1	62	1	1	18	1	1	100	31	25	37	1
10	1	26	14	4	4	54	19	4	100	1	11	3	10	21	53	10	38	28	8
11	1	24	14	1	6	74	14	1	100	3	1	3	1	10	44	22	22	17	1
12	1	65	19	1	3	100	7	1	80	1	1	1	1	15	76	15	53	19	3
13	1	53	22	5	13	59	17	3	100	0	9	7	7	11	43	26	37	17	7
14	1	45	30	27	18	90	27	9	100	3	24	6	21	39	30	27	48	9	1
15	1	30	20	1	9	46	4	1	100	9	4	1	1	11	81	23	16	25	1
16	1	59	23	28	30	86	45	1	100	5	11	20	15	13	54	35	66	23	6
17	1	12	25	1	1	50	12	1	100	1	1	1	1	1	25	31	18	6	1
18	1	16	10	6	12	60	11	1	100	1	2	1	9	4	36	5	15	14	2
19	1	10	10	1	30	100	1	1	70	1	1	10	20	1	40	1	30	20	1
20	1	100	77	11	27	33	1	1	72	1	1	1	16	1	33	33	11	38	1
21	1	48	20	31	17	82	31	1	60	1	8	100	11	2	14	20	65	5	1
22	1	100	47	1	1	71	16	1	38	1	4	10	8	1	35	35	25	20	4
23	1	54	47	22	32	90	20	1	100	1	7	3	30	15	45	58	49	11	7
24	1	33	27	6	20	60	31	1	100	1	1	8	10	6	54	12	52	18	4
25	1	72	41	24	34	100	1	1	93	6	6	6	24	10	41	65	86	31	3
26	1	75	44	3	13	51	34	1	100	1	10	6	1	13	75	37	55	27	1
27	1	66	50	1	1	50	1	1	100	1	1	66	1	1	33	16	50	33	1
28	1	61	25	3	3	6	19	1	51	1	1	74	3	3	12	80	100	19	1
29	1	37	1	1	1	25	43	1	100	1	12	1	1	12	50	6	87	37	18
30	1	95	75	1	30	100	5	1	65	10	1	1	10	15	70	70	50	30	1
31	1	29	23	1	1	35	23	47	100	1	23	1	11	17	47	29	35	11	1
32	1	81	50	6	1	31	25	1	100	1	1	12	1	12	62	68	43	31	1
33	1	61	11	1	1	5	22	1	50	1	1	22	1	22	1	22	100	22	1
34	1	1	1	1	1	1	16	1	100	1	1	1	1	25	50	1	1	1	1
35	1	90	9	1	9	18	9	1	45	1	1	1	1	36	27	1	100	27	1
36	1	30	30	1	60	100	1	1	40	1	1	20	1	50	20	30	70	1	1
37	1	100	45	1	1	3	9	1	11	1	3	1	1	3	25	35	39	9	1
38	1	52	75	30	92	100	1	1	75	7	7	45	50	7	60	10	52	15	7
39	1	54	1	1	1	63	27	1	72	1	27	27	18	27	63	18	100	1	1
40	1	50	10	1	1	80	10	1	100	1	10	1	1	20	10	20	80	10	1
41	1	50	27	9	9	100	22	1	95	1	1	1	1	18	36	77	36	81	4
42	1	55	60	18	35	72	6	1	100	7	1	1	18	4	58	35	24	16	7
43	1	46	26	23	21	100	17	1	70	3	1	4	9	7	49	16	32	10	5
44	1	58	47	18	32	58	16	1	100	3	5	14	21	20	43	63	50	54	1
45	1	43	60	21	30	100	13	1	34	13	8	4	13	1	56	43	26	21	1
46	1	38	11	1	1	11	22	1	100	1	1	1	1	1	55	11	50	33	1
47	1	1	6	1	6	31	25	6	100	1	1	12	12	25	6	12	12	6	1
48	1	10	2	1	5	40	18	1	100	1	10	13	8	18	13	8	40	21	1
49	1	2	10	22	34	100	16	8	71	1	1	12	40	4	12	10	20	1	1
50	1	1	1	1	1	27	45	1	100	1	1	18	27	36	63	1	18	1	1
51	1	100	88	1	1	50	1	1	38	1	1	5	1	11	88	55	27	50	11
52	1	14	23	8	14	29	12	1	100	1	4	2	8	14	17	27	23	21	1
53	1	100	50	1	12	37	31	1	62	1	1	1	1	1	25	56	62	25	1
54	1	100	55	22	11	44	38	1	88	1	1	22	1	33	33	44	94	38	1
55	1	100	58	1	1	1	1	1	23	1	1	1	1	1	23	35	41	47	1
56	1	100	56	16	20	76	5	1	62	5	2	19	4	5	46	43	58	16	5
57	1	91	48	14	25	100	11	1	68	2	1	5	2	5	42	48	65	42	1
58	1	30	26	8	10	86	16	7	100	1	1	1	4	20	39	27	32	22	4
59	1	38	22	2	10	47	16	1	100	2	9	16	6	11	37	18	45	21	6
60	1	51	33	4	14	47	10	1	100	5	9	10	15	24	44	44	45	32	9
61	1	80	40	1	40	20	1	1	80	1	1	1	1	20	20	40	100	1	1
62	1	52	41	3	11	42	14	2	100	3	1	1	8	9	48	33	22	35	1
63	1	25	14	3	10	39	3	10	100	1	3	1	1	17	42	10	32	17	1
64	1	78	51	5	18	50	13	5	100	5	1	21	17	9	32	47	45	37	6
65	1	15	11	1	6	55	3	1	100	5	1	3	1	5	38	13	23	16	3
66	1	100	46	1	1	66	33	1	73	1	1	1	1	6	53	40	53	26	1
67	1	100	55	1	1	88	44	1	22	1	1	11	1	1	22	11	66	11	1
68	1	25	15	1	1	20	10	1	100	1	1	1	1	1	65	30	1	30	1
69	1	80	41	1	1	29	22	6	100	1	6	25	6	16	58	51	67	32	1
70	1	100	77	40	56	79	11	1	75	4	1	18	47	6	47	63	40	20	1
71	1	16	16	1	1	44	16	1	100	1	4	1	1	4	44	32	20	20	1
72	1	28	16	2	2	26	23	1	100	1	9	1	1	15	21	1	42	15	2
