1	0	38	0	0	0	70	0	0	100	0	0	0	0	0	43	36	37	0	0
2	0	20	0	0	0	35	28	0	100	0	0	0	0	0	60	0	37	0	0
3	0	37	0	0	0	50	0	0	100	0	0	0	0	31	0	37	37	0	0
4	0	83	0	0	0	50	66	0	75	0	0	0	0	58	0	0	100	0	0
5	0	81	54	32	0	100	0	0	0	0	0	27	0	0	0	63	0	0	0
6	0	31	28	0	0	82	0	0	100	0	0	0	0	0	51	0	28	0	0
7	0	44	0	0	0	41	0	0	100	0	0	0	0	0	0	33	43	30	0
8	0	100	51	0	0	0	23	0	25	0	0	0	0	0	0	48	32	0	0
9	0	56	56	0	0	75	0	0	62	0	0	0	0	0	100	0	0	37	0
10	0	26	0	0	0	54	0	0	100	0	0	0	0	0	53	0	38	28	0
11	0	24	0	0	0	74	0	0	100	0	0	0	0	0	44	22	22	0	0
12	0	65	19	0	0	100	0	0	80	0	0	0	0	0	76	0	53	0	0
13	0	53	0	0	0	59	0	0	100	0	0	0	0	0	43	26	37	0	0
14	0	45	30	0	0	90	0	0	100	0	0	0	0	39	0	0	48	0	0
15	0	30	0	0	0	46	0	0	100	0	0	0	0	0	81	23	0	25	0
16	0	59	0	0	0	86	45	0	100	0	0	0	0	0	54	0	66	0	0
17	0	0	25	0	0	50	0	0	100	0	0	0	0	0	25	31	18	0	0
18	0	16	0	0	0	60	0	0	100	0	0	0	0	0	36	0	15	14	0
19	0	0	0	0	30	100	0	0	70	0	0	0	20	0	40	0	30	0	0
20	0	100	77	0	0	33	0	0	72	0	0	0	0	0	0	33	0	38	0
21	0	48	0	0	0	82	31	0	60	0	0	100	0	0	0	0	65	0	0
22	0	100	47	0	0	71	0	0	38	0	0	0	0	0	35	35	0	0	0
23	0	54	47	0	0	90	0	0	100	0	0	0	0	0	0	58	49	0	0
24	0	33	0	0	0	60	31	0	100	0	0	0	0	0	54	0	52	0	0
25	0	72	0	0	0	100	0	0	93	0	0	0	0	0	41	65	86	0	0
26	0	75	44	0	0	51	0	0	100	0	0	0	0	0	75	0	55	0	0
27	0	66	50	0	0	50	0	0	100	0	0	66	0	0	0	0	50	0	0
28	0	61	25	0	0	0	0	0	51	0	0	74	0	0	0	80	100	0	0
29	0	37	0	0	0	0	43	0	100	0	0	0	0	0	50	0	87	37	0
30	0	95	75	0	0	100	0	0	65	0	0	0	0	0	70	70	0	0	0
31	0	0	0	0	0	35	0	47	100	0	0	0	0	0	47	29	35	0	0
32	0	81	50	0	0	0	0	0	100	0	0	0	0	0	62	68	43	0	0
33	0	61	0	0	0	0	0	0	50	0	0	22	0	22	0	22	100	0	0
34	0	0	0	0	0	0	16	0	100	0	0	0	0	25	50	0	0	0	0
35	0	90	0	0	0	0	0	0	45	0	0	0	0	36	27	0	100	27	0
36	0	0	0	0	60	100	0	0	40	0	0	0	0	50	0	30	70	0	0
37	0	100	45	0	0	0	0	0	11	0	0	0	0	0	25	35	39	0	0
38	0	0	75	0	92	100	0	0	75	0	0	0	0	0	60	0	52	0	0
39	0	54	0	0	0	63	0	0	72	0	0	0	0	27	63	0	100	0	0
40	0	50	0	0	0	80	0	0	100	0	0	0	0	20	0	20	80	0	0
41	0	50	0	0	0	100	0	0	95	0	0	0	0	0	0	77	36	81	0
42	0	55	60	0	0	72	0	0	100	0	0	0	0	0	58	35	0	0	0
43	0	46	26	0	0	100	0	0	70	0	0	0	0	0	49	0	32	0	0
44	0	58	0	0	0	58	0	0	100	0	0	0	0	0	0	63	50	54	0
45	0	43	60	0	0	100	0	0	34	0	0	0	0	0	56	43	0	0	0
46	0	38	0	0	0	0	22	0	100	0	0	0	0	0	55	0	50	33	0
47	0	0	0	0	0	31	25	0	100	0	0	0	0	25	0	12	12	0	0
48	0	0	0	0	0	40	18	0	100	0	0	0	0	18	0	0	40	21	0
49	0	0	0	22	34	100	0	0	71	0	0	0	40	0	0	0	20	0	0
50	0	0	0	0	0	27	45	0	100	0	0	0	27	36	63	0	0	0	0
51	0	100	88	0	0	50	0	0	0	0	0	0	0	0	88	55	0	50	0
52	0	0	23	0	0	29	0	0	100	0	0	0	0	0	0	27	23	21	0
53	0	100	50	0	0	37	0	0	62	0	0	0	0	0	0	56	62	0	0
54	0	100	55	0	0	44	0	0	88	0	0	0	0	0	0	44	94	0	0
55	0	100	58	0	0	0	0	0	0	0	0	0	0	0	23	35	41	47	0
56	0	100	56	0	0	76	0	0	62	0	0	0	0	0	46	0	58	0	0
57	0	91	48	0	0	100	0	0	68	0	0	0	0	0	0	48	65	0	0
58	0	30	0	0	0	86	0	0	100	0	0	0	0	0	39	27	32	0	0
59	0	38	22	0	0	47	0	0	100	0	0	0	0	0	37	0	45	0	0
60	0	51	0	0	0	47	0	0	100	0	0	0	0	0	44	44	45	0	0
61	0	80	40	0	40	0	0	0	80	0	0	0	0	0	0	40	100	0	0
62	0	52	41	0	0	42	0	0	100	0	0	0	0	0	48	0	0	35	0
63	0	25	0	0	0	39	0	0	100	0	0	0	0	17	42	0	32	0	0
64	0	78	51	0	0	50	0	0	100	0	0	0	0	0	0	47	45	0	0
65	0	15	0	0	0	55	0	0	100	0	0	0	0	0	38	0	23	16	0
66	0	100	46	0	0	66	0	0	73	0	0	0	0	0	53	0	53	0	0
67	0	100	55	0	0	88	44	0	0	0	0	0	0	0	22	0	66	0	0
68	0	25	0	0	0	20	0	0	100	0	0	0	0	0	65	30	0	30	0
69	0	80	41	0	0	0	0	0	100	0	0	0	0	0	58	51	67	0	0
70	0	100	77	0	56	79	0	0	75	0	0	0	0	0	0	63	0	0	0
71	0	0	0	0	0	44	0	0	100	0	0	0	0	0	44	32	20	20	0
72	0	28	0	0	0	26	23	0	100	0	0	0	0	0	21	0	42	0	0
73	0	24	0	0	0	48	0	0	100	0	0	0	0	0	33	45	21	0	0
74	0	33	0	0	0	28	0	0	100	0	0	0	0	28	42	0	61	0	0
75	0	53	28	25	0	100	0	0	50	0	0	0	0	0	0	0	42	0	0
76	0	0	0	0	0	34	28	0	100	0	0	0	0	0	39	44	28	0	0
77	0	58	41	0	0	55	0	0	100	0	0	0	0	0	0	34	41	0	0
78	0	0	0	0	0	100	0	0	61	15	0	0	0	0	38	30	15	0	0
79	0	14	0	0	0	35	0	0	100	0	0	0	0	0	50	14	0	19	0
80	0	8	0	0	0	0	12	0	100	0	0	0	0	0	37	0	20	25	0
81	0	50	0	0	0	77	0	0	100	0	0	0	22	0	45	0	40	0	0
82	0	0	0	38	40	77	0	0	100	0	0	0	0	0	72	0	0	56	0
83	0	65	39	0	0	100	0	0	69	0	0	0	0	0	65	0	67	0	0
84	0	40	0	0	0	74	0	0	100	0	0	0	0	0	57	0	71	28	0
85	0	29	0	0	0	51	0	0	100	0	0	0	0	0	41	21	0	23	0
86	0	0	0	0	33	100	0	0	100	0	0	0	0	0	0	33	33	44	0
